"trip_duration","distance_traveled","num_of_passengers","fare","tip","miscellaneous_fees","total_fare","surge_applied"
3875,14.1,1,326.25,0,13.5,339.75,0
234,0.84,1,33.75,0,6,39.75,0
449,1.9,1,48.75,11,5.95,65.7,0
501,1.63,2,52.5,15,5.625,73.125,0
744,4.38,1,82.5,18,10.2,110.7,0
582,2.95,1,63.75,14,5.95,83.7,0
903,2.9,1,82.5,0,13.5,96,0
619,4.06,1,71.25,20,26.2,117.45,1
215,0.9,1,33.75,12,13.35,59.1,0
477,2.33,1,56.25,0,6.00000000000001,62.25,0
779,3.25,4,82.5,0,13.5,96,0
401,1.98,1,52.5,13,13.7,79.2,0
800,3.04,1,75,12,6.15000000000001,93.15,0
491,5.99,1,93.75,0,28.5,122.25,0
401,1.71,1,45,0,6,51,0
1014,5.63,1,105,8,13,126,0
244,0.95,4,33.75,0,13.5,47.25,0
813,3.99,1,82.5,19,13.7,115.2,0
2798,9.88,2,225,0,13.5,238.5,0
554,2.57,1,60,7,13.85,80.85,0
1122,7.1,1,127.5,15,26.625,169.125,1
336,3.4,1,60,0,13.5,73.5,0
722,2.37,6,67.5,0,6,73.5,0
3,0.19,1,90,0,2.25,92.25,0
824,2.96,1,75,0,6,81,0
881,4.96,3,225,15,6,246,0
401,2.16,2,52.5,0,9.75000000000001,62.25,0
1512,7.4,3,142.5,15,26.625,184.125,1
646,2.41,1,63.75,14,5.875,83.625,0
1031,4.63,1,90,0,26.625,116.625,1
1420,4.15,1,116.25,75,6,197.25,0
640,2.24,1,60,13,6.2,79.2,0
982,3.57,1,90,23,26.95,139.95,1
885,1.98,1,78.75,18,13.95,110.7,0
1805,3.06,1,135,0,13.5,148.5,0
359,1.46,1,45,0,6,51,0
700,2.74,1,67.5,0,6,73.5,0
820,7.08,1,108.75,28,30.2,166.95,1
526,1.77,1,52.5,22,14,88.5,0
2103,11.99,1,210,0,26.625,236.625,1
328,1.22,1,41.25,0,6,47.25,0
978,4.35,1,97.5,25,26.45,148.95,1
1965,23.82,1,307.5,75,6,388.5,0
182,0.56,1,30,0,6,36,0
1507,4.25,1,127.5,27,5.69999999999999,160.2,0
655,3.62,1,71.25,15,6.45,92.7,0
500,2.19,1,52.5,0,6,58.5,0
1690,5.99,1,142.5,0,13.5,156,0
2471,8.95,1,206.25,0,13.5,219.75,0
369,2.25,1,52.5,0,6,58.5,0
524,2.74,1,60,8,33.625,101.625,1
690,5.7,1,93.75,31,9.80000000000001,134.55,0
805,3.83,1,82.5,8,9.25,99.75,0
896,3.46,6,82.5,0,6,88.5,0
502,3.22,1,112.5,23,2.19999999999999,137.7,0
472,2.57,1,56.25,9,6.375,71.625,0
992,3.89,1,93.75,36,26.775,156.525,1
711,4.2,5,82.5,0,26.625,109.125,1
1728,9.78,1,180,54,33.675,267.675,1
212,1.38,1,37.5,0,6,43.5,0
724,9.25,1,150,0,2.25,152.25,0
896,3.57,2,86.25,0,13.5,99.75,0
770,3.7,1,78.75,0,34.125,112.875,1
223,1.16,1,37.5,7,5.525,50.025,0
605,2.78,1,63.75,15,13.95,92.7,0
233,1.32,1,37.5,0,13.5,51,0
6027,20.08,1,525,0,6,531,0
782,2.72,1,75,0,6,81,0
1270,5.18,1,116.25,0,26.625,142.875,1
739,3.57,2,97.5,0,2.25,99.75,0
2883,21.24,2,333.75,72,26.625,432.375,1
1464,14.93,1,217.5,50,34.45,301.95,1
350,1.17,1,45,0,6,51,0
537,2.64,1,60,17,26.95,103.95,1
1429,5.44,1,120,44,26.575,190.575,1
1723,20.04,1,427.275,96,90,613.275,0
1139,3.12,1,97.5,15,26.625,139.125,1
858,10.8,1,153.75,52,55.325,261.075,0
816,3.17,1,78.75,0,6,84.75,0
517,2.82,1,63.75,0,30.375,94.125,1
950,5.34,2,97.5,27,9.59999999999999,134.1,0
1940,1.96,1,146.25,0,13.5,159.75,0
616,2.24,1,60,13,6.2,79.2,0
600,2.62,1,63.75,14,5.95,83.7,0
527,2.06,1,60,0,6,66,0
1015,6.16,1,108.75,35,30.175,173.925,1
3618,5.78,1,258.75,0,13.5,272.25,0
1348,4.51,1,116.25,28,27.125,171.375,1
1826,6.45,1,150,35,26.95,211.95,1
407,1.77,1,48.75,0,9.75,58.5,0
211,1.13,1,33.75,0,6,39.75,0
914,3.09,1,82.5,22,26.45,130.95,1
538,1.61,1,52.5,13,13.625,79.125,0
717,3.4,1,75,0,6,81,0
247,1.32,1,67.5,0,2.25,69.75,0
544,4.63,2,150,0,2.25,152.25,0
1074,7.05,1,120,30,30.45,180.45,1
97,0.48,1,26.25,0,9.75,36,0
483,3.27,1,60,19,33.95,112.95,1
747,3.94,1,78.75,75,13.5,167.25,0
1019,4.94,1,101.25,15,26.625,142.875,1
380,1.42,1,45,0,6,51,0
1190,13.6,5,187.5,22,30.875,240.375,1
658,2.75,1,67.5,19,26.45,112.95,1
922,4.6,1,90,17,27.1,134.1,1
428,3.22,1,60,0,26.775,86.775,1
735,2.37,1,71.25,12,26.4,109.65,1
812,14.69,1,262.5,38,1.75,302.25,0
1643,5.95,1,135,32,26.95,193.95,1
286,1.42,1,41.25,8,26.125,75.375,1
803,4.99,3,90,23,26.875,139.875,1
742,3.73,1,78.75,0,13.5,92.25,0
550,2.12,1,60,13,6.2,79.2,0
343,1.48,1,41.25,10,9.95,61.2,0
1034,4.96,1,101.25,15,13.5,129.75,0
396,2.22,1,48.75,12,9.44999999999999,70.2,0
725,3.11,1,71.25,0,13.5,84.75,0
851,6.97,1,120,32,10.15,162.15,0
562,2.4,6,60,16,6.5,82.5,0
1069,4.2,1,97.5,0,13.5,111,0
761,3.01,1,75,0,6,81,0
520,2.01,1,56.25,14,13.45,83.7,0
378,1.38,1,41.25,0,6,47.25,0
502,3.36,1,67.5,15,5.7,88.2,0
390,1.66,1,48.75,0,6,54.75,0
887,3.38,1,86.25,0,6,92.25,0
183,0.72,1,30,0,6,36,0
625,2.37,1,63.75,14,5.95,83.7,0
1748,6.04,1,146.25,30,26.625,202.875,1
2320,13.47,1,247.5,56,34.45,337.95,1
705,3.86,1,78.75,28,34.325,141.075,1
975,3.07,1,86.25,28,26.825,141.075,1
1019,9.98,1,150,0,26.625,176.625,1
1321,3.67,1,108.75,0,6,114.75,0
217,1.17,2,33.75,10,5.9,49.65,0
1027,8.21,1,127.5,0,9.75,137.25,0
271,1.24,6,37.5,0,6,43.5,0
992,5.6,5,105,0,6,111,0
1158,11.91,2,176.25,76,75.35,327.6,1
533,0.97,1,52.5,0,13.5,66,0
408,0.92,1,45,0,6,51,0
1148,9.8,1,150,0,13.5,163.5,0
953,4.02,1,93.75,24,26.625,144.375,1
995,2.56,1,86.25,0,6,92.25,0
2075,7.87,1,183.75,54,29.925,267.675,1
258,0.9,1,33.75,0,6,39.75,0
986,3.54,1,86.25,20,13.375,119.625,0
1029,3.59,1,93.75,25,5.90000000000001,124.65,0
371,1.14,1,41.25,2,9.25,52.5,0
239,1.24,1,37.5,0,6,43.5,0
1391,11.51,1,176.25,37,9.94999999999999,223.2,0
1236,14.26,1,198.75,0,30.375,229.125,1
185,0.61,1,30,11,13.375,54.375,0
3515,24.99,1,367.5,64,75.5,507,1
361,1.42,1,45,0,6,51,0
1014,2.25,1,86.25,23,26.2,135.45,1
356,2.29,1,48.75,14,5.64999999999999,68.4,0
124,0.56,1,112.5,0,2.25,114.75,0
248,1.14,1,37.5,0,6,43.5,0
520,6.16,1,93.75,0,6,99.75,0
773,2.9,1,75,11,6.25,92.25,0
1349,13.26,1,195,56,30.7,281.7,1
1343,9.08,1,146.25,8,5.5,159.75,0
949,2.61,1,82.5,0,6,88.5,0
549,2.41,1,60,8,5.5,73.5,0
751,1.82,1,71.25,0,26.625,97.875,1
576,2.7,1,63.75,0,6,69.75,0
1237,7.4,1,135,0,6,141,0
1688,14.31,1,221.25,26,30.625,277.875,1
372,1.13,1,41.25,38,5.5,84.75,0
225,1.37,1,37.5,12,9.6,59.1,0
453,3.01,1,60,0,55.125,115.125,0
156,0.89,1,30,0,6,36,0
328,2.33,5,48.75,0,9.75,58.5,0
1683,16.58,1,240,0,6,246,0
1087,3.44,1,97.5,25,26.45,148.95,1
734,2.54,1,71.25,8,5.5,84.75,0
1153,8.66,6,142.5,35,34.45,211.95,1
970,6.32,1,108.75,0,30.375,139.125,1
1312,4.38,1,112.5,29,34.45,175.95,1
1165,5.62,1,116.25,0,6,122.25,0
976,3.54,1,86.25,28,26.825,141.075,1
1407,4.96,1,123.75,32,33.7,189.45,1
1543,7.61,1,146.25,35,26.2,207.45,1
543,2.83,1,63.75,18,10.125,91.875,0
697,2.46,1,71.25,8,26.125,105.375,1
345,1.67,1,45,20,33.925,98.925,1
313,1.19,2,41.25,15,34.2,90.45,1
164,0.48,1,0,0,0,0,0
739,1.9,1,67.5,0,6,73.5,0
905,5.29,1,97.5,20,33.85,151.35,1
244,1.42,6,37.5,0,26.625,64.125,1
977,6.36,1,116.25,26,13.45,155.7,0
840,2.69,3,82.5,0,6,88.5,0
92,0.26,2,22.5,0,9.75,32.25,0
1030,5.12,1,105,33,26.55,164.55,1
214,1.8,1,41.25,0,26.625,67.875,1
728,3.64,6,78.75,0,9.75,88.5,0
1367,11.01,1,172.5,27,10.05,209.55,0
572,2.67,3,60,13,6.2,79.2,0
682,2.35,3,67.5,15,5.7,88.2,0
453,2.64,1,60,22,26.3,108.3,1
2896,27.66,1,487.5,0,2.25,489.75,0
1503,7.87,5,127.5,0,34.125,161.625,1
676,5.12,3,86.25,20,13.45,119.7,0
1197,4.52,1,108.75,23,5.94999999999999,137.7,0
215,0.69,1,33.75,6,6,45.75,0
405,2.35,1,52.5,0,9.75000000000001,62.25,0
480,1.74,1,48.75,0,6,54.75,0
877,2.2,1,75,0,6,81,0
655,2.35,1,67.5,22,6.05,95.55,0
567,3.75,1,67.5,18,34.5,120,1
466,2.53,1,60,24,33.675,117.675,1
351,1.48,5,41.25,30,6,77.25,0
777,2.72,1,75,0,13.5,88.5,0
1241,4.59,1,112.5,150,6,268.5,0
3282,30.9,2,390,0,55.125,445.125,0
1128,14.05,1,191.25,60,10.05,261.3,0
496,2.25,3,56.25,0,13.5,69.75,0
505,2.3,1,56.25,0,9.75,66,0
307,1.8,1,45,13,5.75,63.75,0
227,1.92,1,41.25,12,5.85,59.1,0
390,1.42,1,45,11,9.7,65.7,0
1342,4.52,1,112.5,0,6,118.5,0
2339,6.31,1,183.75,44,33.7,261.45,1
993,2.61,1,86.25,23,6.09999999999999,115.35,0
252,1.26,1,37.5,9,5.7,52.2,0
309,2.45,2,48.75,0,6,54.75,0
1413,5.52,6,123.75,0,34.125,157.875,1
852,2.01,4,75,16,6.2,97.2,0
209,1.46,1,75,0,2.25,77.25,0
1177,5.97,1,123.75,0,6,129.75,0
2218,14.69,1,228.75,64,26.45,319.2,1
1121,12.25,1,172.5,0,6,178.5,0
382,1.79,1,48.75,0,9.75,58.5,0
2072,12.05,1,217.5,61,26.675,305.175,1
1771,13.45,2,213.75,0,9.75,223.5,0
465,4.89,6,82.5,0,6,88.5,0
0,0.05,1,45,0,2.25,47.25,0
1191,6.2,1,120,15,6,141,0
821,2.74,2,78.75,0,6,84.75,0
2195,5.63,1,172.5,0,13.5,186,0
1109,8.55,1,135,32,26.95,193.95,1
1351,4.99,1,120,0,34.125,154.125,1
1244,3.89,2,108.75,0,6,114.75,0
1138,7.21,1,131.25,15,26.625,172.875,1
1005,3.77,1,97.5,31,26.675,155.175,1
394,3.38,2,67.5,15,5.625,88.125,0
680,8.56,1,120,25,6.19999999999999,151.2,0
845,6.52,1,108.75,22,14,144.75,0
1877,5.94,1,153.75,0,6,159.75,0
461,2.09,1,52.5,16,14,82.5,0
261,1.11,1,37.5,0,9.75,47.25,0
721,5.17,1,90,0,9.75,99.75,0
977,4.02,1,93.75,0,6,99.75,0
1033,4.78,1,97.5,0,26.625,124.125,1
436,1.8,1,52.5,16,26.45,94.95,1
752,3.46,3,75,0,9.75,84.75,0
532,1.98,1,56.25,0,13.5,69.75,0
1,4.88,1,101.25,21,6.44999999999999,128.7,0
494,3.51,1,63.75,19,30.2,112.95,1
1367,5.7,1,127.5,0,6,133.5,0
141,1.3,1,33.75,0,9.75,43.5,0
500,3.12,1,63.75,0,13.5,77.25,0
2216,10.2,1,195,46,33.95,274.95,1
591,2.3,1,60,17,10.15,87.15,0
935,3.86,1,86.25,15,6,107.25,0
563,2.01,1,56.25,0,6.00000000000001,62.25,0
488,2.51,1,56.25,0,9.75,66,0
724,8.19,2,127.5,0,9.75,137.25,0
930,3.38,1,86.25,0,13.5,99.75,0
1533,8.16,1,157.5,30,13.5,201,0
346,1.66,1,45,0,9.75,54.75,0
409,2.46,1,75,0,2.25,77.25,0
695,3.73,1,78.75,0,30.375,109.125,1
154,0.71,1,30,11,5.8,46.8,0
789,4.67,1,90,22,14,126,0
646,3.75,6,78.75,0,30.375,109.125,1
568,2.25,1,60,8,5.5,73.5,0
369,1.35,1,45,0,13.5,58.5,0
1251,2.8,1,101.25,34,13.925,149.175,0
1408,10.03,1,168.75,0,26.625,195.375,1
1444,8.95,1,142.5,34,26.45,202.95,1
469,1.9,1,56.25,8,33.625,97.875,1
417,2.4,1,52.5,8,6.10000000000001,66.6,0
910,13.47,1,202.5,0,2.25,204.75,0
303,1.29,1,41.25,0,6,47.25,0
505,3.69,1,67.5,0,6,73.5,0
469,4.38,2,75,0,6,81,0
700,4.55,1,86.25,8,5.5,99.75,0
2041,6.02,1,161.25,0,26.625,187.875,1
1471,7.6,2,146.25,0,26.625,172.875,1
1310,11.7,1,176.25,52,30.05,258.3,1
1694,8.9,1,172.5,0,55.125,227.625,0
567,2.49,1,60,0,9.75,69.75,0
1749,23.43,1,311.25,38,48.625,397.875,1
1548,4.38,1,123.75,0,9.75,133.5,0
1791,9.06,1,176.25,0,58.875,235.125,0
745,6,1,105,24,13.2,142.2,0
617,3.83,1,90,0,2.25,92.25,0
291,0.97,1,37.5,0,6,43.5,0
437,2.09,2,52.5,0,6,58.5,0
833,2.57,1,75,20,6.25,101.25,0
786,3.01,1,78.75,0,6,84.75,0
456,2.54,1,56.25,21,13.425,90.675,0
1777,7.77,1,165,40,33.95,238.95,1
1740,8.32,1,153.75,0,13.5,167.25,0
2069,12.81,1,213.75,0,6,219.75,0
606,5.25,1,90,19,6.2,115.2,0
1666,5.62,1,135,11,26.5,172.5,1
379,2.24,1,48.75,0,6,54.75,0
610,3.36,2,75,16,6.2,97.2,0
477,1.87,1,56.25,0,6.00000000000001,62.25,0
365,1.72,1,45,10,6.2,61.2,0
801,3.64,1,82.5,15,6,103.5,0
251,1.45,1,37.5,0,6,43.5,0
532,2.46,1,60,0,9.75,69.75,0
987,6.05,1,112.5,24,10.2,146.7,0
1506,7.31,1,146.25,0,6,152.25,0
673,3.44,1,75,25,27.05,127.05,1
827,3.22,1,82.5,28,30.5,141,1
839,2.86,5,78.75,8,6.47499999999999,93.225,0
712,6.23,1,105,24,13.2,142.2,0
576,2.54,1,63.75,23,13.675,100.425,0
522,3.51,1,67.5,0,9.75,77.25,0
728,3.38,1,75,0,6,81,0
437,1.93,1,48.75,0,26.625,75.375,1
1155,9.61,1,150,37,33.95,220.95,1
383,2.72,1,56.25,0,6.00000000000001,62.25,0
673,3.01,1,75,18,13.2,106.2,0
523,2.41,1,56.25,20,9.55,85.8,0
1029,3.96,1,93.75,0,6,99.75,0
916,4.3,2,93.75,0,34.125,127.875,1
1134,4.18,1,101.25,0,26.625,127.875,1
718,2.38,1,67.5,0,13.5,81,0
541,2,1,56.25,11,10,77.25,0
759,3.88,1,78.75,0,6,84.75,0
1261,7.66,1,131.25,32,26.2,189.45,1
926,1.05,2,75,27,13.05,115.05,0
815,3.14,1,75,0,13.5,88.5,0
732,3.22,1,75,17,9.7,101.7,0
646,3.49,1,75,0,6,81,0
434,1.77,1,52.5,0,6,58.5,0
879,4.3,1,93.75,21,13.95,128.7,0
646,3.7,1,71.25,21,13.65,105.9,0
490,2.25,1,56.25,2,6.25,64.5,0
1538,4.94,1,131.25,0,26.625,157.875,1
1168,3.57,2,97.5,21,5.7,124.2,0
738,2.51,1,71.25,0,6,77.25,0
955,9.53,1,337.5,72,22.95,432.45,1
64,0.55,1,22.5,6,5.7,34.2,0
822,3.57,1,82.5,15,34.125,131.625,1
689,1.61,1,63.75,0,13.5,77.25,0
407,1.92,1,48.75,8,26.125,82.875,1
796,2.82,3,75,0,6,81,0
1353,19.89,1,266.25,69,79.65,414.9,1
633,2.99,1,67.5,0,6,73.5,0
404,1.38,1,45,12,13.2,70.2,0
385,1.56,2,45,0,13.5,58.5,0
3316,28.94,1,390,96,88.6500000000001,574.65,0
1114,8.21,1,135,16,27.125,178.125,1
550,3.09,6,67.5,22,6.05,95.55,0
291,1.38,1,41.25,15,6.00000000000001,62.25,0
623,1.11,1,56.25,38,5.5,99.75,0
1650,6.12,1,142.5,0,6,148.5,0
804,2.86,1,75,20,26.95,121.95,1
536,1.53,1,52.5,0,6,58.5,0
571,1.9,1,56.25,0,26.625,82.875,1
1228,11.1,1,172.5,46,54.65,273.15,0
306,0.89,1,37.5,9,5.7,52.2,0
1632,4.55,1,131.25,22,34.625,187.875,1
553,5.52,1,86.25,0,13.5,99.75,0
317,1.5,1,41.25,0,9.75,51,0
1282,11.23,1,172.5,40,26.45,238.95,1
622,2.06,1,60,22,6.5,88.5,0
210,0.82,1,30,0,9.75,39.75,0
997,5.18,1,101.25,32,26.575,159.825,1
540,2.77,1,60,8,13,81,0
637,2.09,1,63.75,0,6,69.75,0
1112,4.86,1,105,13,26.975,144.975,1
1663,13.21,6,206.25,52,55.4,313.65,0
340,1.8,1,45,13,5.75,63.75,0
598,2.91,1,67.5,24,26.175,117.675,1
660,2.25,1,63.75,0,13.5,77.25,0
1698,6.21,1,142.5,0,13.5,156,0
921,7.05,1,120,37,26.3,183.3,1
2779,7.34,1,213.75,48,26.7,288.45,1
725,2.25,2,71.25,0,6,77.25,0
407,1.67,1,48.75,0,6,54.75,0
1178,5.78,1,116.25,25,9.94999999999999,151.2,0
743,2.82,1,71.25,0,9.75,81,0
388,1.9,1,48.75,8,26.125,82.875,1
1279,4.51,1,112.5,0,6,118.5,0
250,1.79,1,41.25,0,9.75,51,0
416,0.89,1,45,16,10.175,71.175,0
697,3.22,1,71.25,0,26.625,97.875,1
344,1.71,2,45,0,9.75,54.75,0
480,2.56,1,60,0,9.75,69.75,0
695,4.75,1,86.25,23,26.2,135.45,1
881,4.09,1,82.5,22,26.45,130.95,1
745,2.53,1,71.25,0,6,77.25,0
1231,6.69,1,127.5,0,26.625,154.125,1
532,1.98,1,56.25,0,6.00000000000001,62.25,0
285,1.34,1,37.5,15,6,58.5,0
1325,6.74,1,135,0,26.625,161.625,1
528,3.33,1,71.25,0,6,77.25,0
680,2.57,1,67.5,15,5.625,88.125,0
716,1.93,1,63.75,14,5.875,83.625,0
1344,28.97,5,450,0,2.25,452.25,0
1771,12.52,1,202.5,46,26.45,274.95,1
1215,1.88,1,97.5,0,13.5,111,0
342,1.32,1,41.25,10,9.95,61.2,0
994,3.6,3,93.75,0,6,99.75,0
445,2.53,1,56.25,23,33.7,112.95,1
652,6.29,3,93.75,15,30.375,139.125,1
924,7.1,1,120,0,34.125,154.125,1
308,2.09,1,48.75,4,6.35,59.1,0
1377,4.36,1,112.5,0,6,118.5,0
1420,7.45,1,138.75,6,6,150.75,0
1812,6.5,1,157.5,41,5.875,204.375,0
853,4.01,1,86.25,0,13.5,99.75,0
574,2.25,1,60,3,6.3,69.3,0
302,1.59,1,41.25,0,9.75,51,0
766,3.06,2,78.75,22,6.5,107.25,0
2021,16.64,5,258.75,57,26.7,342.45,1
264,2,1,45,0,6.075,51.075,0
931,6.24,1,112.5,24,5.70000000000002,142.2,0
457,1.58,2,52.5,0,6,58.5,0
530,2.22,1,56.25,14,13.45,83.7,0
273,0.95,2,33.75,0,6,39.75,0
345,2.45,1,52.5,17,34.45,103.95,1
715,2.41,1,71.25,0,6,77.25,0
2212,10.3,1,195,42,13.125,250.125,0
505,2.17,1,60,0,6,66,0
11,0.19,6,18.75,0,6,24.75,0
549,3.27,1,71.25,24,27.075,122.325,1
646,3.03,1,71.25,15,6.45,92.7,0
867,3.23,1,82.5,22,26.45,130.95,1
423,1.24,2,45,10,6.2,61.2,0
683,4.01,1,78.75,0,9.75,88.5,0
1388,13.78,1,198.75,23,30.325,252.075,1
1009,6.87,1,116.25,0,13.5,129.75,0
733,2.59,1,71.25,0,26.625,97.875,1
936,8.21,1,131.25,32,26.125,189.375,1
860,4.28,1,90,0,9.75,99.75,0
1434,3.12,1,82.5,0,26.625,109.125,1
1065,8.98,4,138.75,0,26.625,165.375,1
754,2.8,2,67.5,0,6,73.5,0
1874,15.76,1,240,0,30.375,270.375,1
668,6.15,1,97.5,0,6,103.5,0
360,0.79,1,41.25,11,13.45,65.7,0
1859,6.97,1,157.5,0,13.5,171,0
486,1.96,1,52.5,0,13.5,66,0
324,1.45,1,41.25,0,6,47.25,0
2747,12.67,1,236.25,0,6,242.25,0
699,3.86,1,78.75,0,6,84.75,0
2375,12.17,1,217.5,0,26.625,244.125,1
756,2.29,1,71.25,11,26.875,109.125,1
1445,8.05,1,146.25,36,34.2,216.45,1
1164,7.74,1,131.25,41,30.25,202.5,1
345,1.29,2,41.25,0,13.5,54.75,0
322,1.59,1,45,15,30.45,90.45,1
2263,21.16,1,300,92,5.80000000000001,397.8,0
459,2.32,1,56.25,0,6.00000000000001,62.25,0
877,3.65,1,86.25,0,26.625,112.875,1
1590,10.64,1,183.75,42,26.7,252.45,1
271,3.43,1,60,23,55.15,138.15,0
1767,1.05,1,127.5,0,6,133.5,0
1462,4.72,1,127.5,0,9.75,137.25,0
688,3.38,1,78.75,0,6,84.75,0
1964,5.79,1,161.25,0,6,167.25,0
463,2.98,1,63.75,0,9.75,73.5,0
1180,4.1,1,86.25,0,6,92.25,0
601,8.43,1,120,15,6,141,0
1466,5.1,2,127.5,22,27.125,176.625,1
841,0.58,1,71.25,5,6.25,82.5,0
863,5.36,1,101.25,28,9.5,138.75,0
346,1.92,1,48.75,11,5.95,65.7,0
691,0.18,1,60,0,9.75,69.75,0
468,1.92,1,52.5,0,9.75000000000001,62.25,0
1064,7.56,2,135,40,26.75,201.75,1
1992,4.04,1,157.5,0,13.5,171,0
599,2.48,1,63.75,14,26.2,103.95,1
440,1.29,1,37.5,0,6,43.5,0
271,1.14,1,37.5,0,6,43.5,0
549,2.25,1,56.25,0,9.75,66,0
526,2.56,1,60,0,13.5,73.5,0
456,2.49,1,56.25,21,26.325,103.575,1
1189,6.92,1,127.5,24,6,157.5,0
2733,7.37,1,202.5,0,13.5,216,0
216,2.25,1,45,8,5.5,58.5,0
972,5.47,1,108.75,0,6,114.75,0
573,2.22,2,60,0,6,66,0
644,2.82,1,71.25,21,34.2,126.45,1
621,4.04,1,75,8,26.125,109.125,1
239,1.5,1,41.25,14,26.2,81.45,1
816,4.18,1,82.5,8,5.5,96,0
504,1.45,1,52.5,15,5.625,73.125,0
667,3.54,1,75,20,6.25,101.25,0
417,2.32,1,52.5,12,10.2,74.7,0
544,5.21,1,90,20,9.7,119.7,0
1339,4.14,1,116.25,0,6,122.25,0
716,8.53,1,262.5,0,0,262.5,0
742,2.29,1,71.25,29,27.025,127.275,1
1399,4.78,1,120,0,13.5,133.5,0
330,1.61,1,45,0,9.75,54.75,0
518,1.16,1,52.5,12,5.69999999999999,70.2,0
1354,11.38,4,180,41,26.95,247.95,1
850,6.12,1,101.25,0,6,107.25,0
1071,4.68,2,101.25,21,6.44999999999999,128.7,0
382,2.22,1,52.5,15,6,73.5,0
337,2.41,1,52.5,13,13.625,79.125,0
228,0.97,1,60,12,2.625,74.625,0
284,1.01,1,37.5,9,5.7,52.2,0
350,1.21,2,41.25,0,13.5,54.75,0
780,8.18,1,127.5,27,10.2,164.7,0
350,1.63,1,45,14,9.39999999999999,68.4,0
1820,11.1,1,0,0,0,0,0
1553,6.69,1,142.5,0,6,148.5,0
625,5.92,1,93.75,18,26.7,138.45,1
1804,6.53,1,150,0,13.5,163.5,0
1111,5.41,1,108.75,23,5.94999999999999,137.7,0
463,2.54,1,56.25,17,30.7,103.95,1
1522,4.67,1,123.75,26,5.875,155.625,0
847,9.83,1,142.5,0,9.75,152.25,0
1748,10.41,1,172.5,22,30.875,225.375,1
798,6.78,1,112.5,0,9.75,122.25,0
612,3.07,1,67.5,15,13.5,96,0
621,4.36,1,82.5,18,5.7,106.2,0
758,2.29,1,67.5,15,5.7,88.2,0
969,7.39,1,116.25,22,26.225,164.475,1
855,4.14,1,86.25,0,6,92.25,0
192,1.06,1,33.75,9,13.95,56.7,0
517,3.32,1,63.75,0,9.75,73.5,0
503,1.95,1,56.25,12,6.45,74.7,0
360,1.59,2,45,0,9.75,54.75,0
802,3.44,1,78.75,21,26.7,126.45,1
2629,17.82,1,292.5,60,20.325,372.825,0
4070,2.41,1,56.25,0,9.75,66,0
241,1.26,1,37.5,0,6,43.5,0
1150,5.49,1,108.75,0,26.625,135.375,1
447,2.7,1,56.25,0,9.75,66,0
620,3.11,1,67.5,0,26.625,94.125,1
855,2.57,2,75,16,14,105,0
771,3.54,1,78.75,22,9.875,110.625,0
1322,7.23,1,135,19,33.875,187.875,1
293,1.54,1,41.25,14,26.2,81.45,1
335,1.51,1,41.25,11,13.45,65.7,0
569,2.61,1,63.75,18,27,108.75,1
429,1.88,1,112.5,0,2.25,114.75,0
503,1.79,1,52.5,0,9.75000000000001,62.25,0
1192,6.16,1,123.75,26,5.95000000000002,155.7,0
735,2.72,2,71.25,11,26.875,109.125,1
1402,5.78,1,127.5,15,5.92499999999998,148.425,0
1060,3.38,1,93.75,8,13,114.75,0
536,2.27,1,56.25,0,13.5,69.75,0
111,0.87,1,87.75,18,2.25,108,0
1521,6.58,1,135,0,13.5,148.5,0
1553,10.41,1,168.75,0,26.625,195.375,1
312,1.13,3,41.25,11,13.45,65.7,0
2154,4.99,1,165,0,13.5,178.5,0
4192,22.48,2,412.5,89,34.4499999999999,535.95,1
581,2.04,1,60,0,13.5,73.5,0
479,2.04,1,52.5,0,6,58.5,0
1179,4.75,2,108.75,0,26.625,135.375,1
426,2.14,1,52.5,8,5.5,66,0
181,0.93,1,30,11,13.375,54.375,0
1127,11.56,1,172.5,40,28.7,241.2,0
934,2.49,1,82.5,18,5.7,106.2,0
463,2.27,1,52.5,0,9.75000000000001,62.25,0
404,1.46,3,45,12,13.2,70.2,0
436,2.53,1,56.25,0,9.75,66,0
85280,3.43,1,93.75,0,13.5,107.25,0
1183,9.58,1,150,0,26.625,176.625,1
506,1.67,2,52.5,16,9.35000000000001,77.85,0
622,3.3,1,71.25,10,26.375,107.625,1
162,0.79,1,30,8,9.7,47.7,0
169,0.69,1,30,0,6,36,0
413,2.22,1,45,0,6,51,0
2935,14.68,1,75,0,2.25,77.25,0
224,0.89,1,33.75,0,6,39.75,0
1290,11.51,1,172.5,0,9.75,182.25,0
1422,5.31,1,123.75,30,26.7,180.45,1
897,4.51,1,90,0,13.5,103.5,0
1883,14.56,1,221.25,0,13.5,234.75,0
655,4.23,1,78.75,0,6,84.75,0
497,2.41,6,56.25,15,26.55,97.8,1
1165,6.26,1,116.25,25,9.94999999999999,151.2,0
897,9.12,1,146.25,15,26.625,187.875,1
1412,16.29,1,225,0,9.75,234.75,0
736,2.46,1,71.25,15,6.45,92.7,0
1719,6.08,1,146.25,40,13.4,199.65,0
778,3.22,3,78.75,21,26.625,126.375,1
500,2.85,1,60,0,9.75,69.75,0
406,3.19,1,60,0,9.75,69.75,0
963,10.07,1,150,40,9.65000000000001,199.65,0
612,2.17,1,63.75,0,6,69.75,0
1116,4.17,1,108.75,27,26.7,162.45,1
